Word,oxford_level,oxford_version,lexile_grade,lexile_category,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized
sapient,NN,0,0,NN,N,N,N,C4,NN,,
sapling,NN,0,0,NN,N,N,N,C2,C2,,
saponin,NN,0,0,NN,N,N,N,C3,NN,,
sapper,NN,0,0,NN,N,N,N,C4,NN,,
sapphire,NN,0,0,NN,N,N,N,C1,C1,,
sappy,NN,0,0,NN,N,N,N,C3,C2,,
sarah,NN,0,0,NN,Y,N,N,NN,NN,,
saran,NN,0,0,NN,N,N,N,C5,C3,,
sarcasm,NN,0,9,social_studies,N,N,N,C1,C1,,
sarcastic,NN,0,0,NN,N,N,N,C1,B3,,
sarcastically,NN,0,0,NN,N,N,N,C2,C2,,
sarcoidosis,NN,0,0,NN,N,N,N,C3,C2,,
sarcoma,NN,0,0,NN,N,N,N,C3,C2,,
sarcomere,NN,0,9,science,N,N,N,NN,NN,,
sarcophagus,NN,0,0,NN,N,N,N,C2,C2,,
sarcosine,NN,0,0,NN,N,N,N,C4,NN,,
sardine,NN,0,0,NN,N,N,N,C1,C1,,
sardonic,NN,0,0,NN,N,N,N,C1,C3,,
sardonically,NN,0,0,NN,N,N,N,C2,NN,,
sari,NN,0,0,NN,N,N,N,C2,C2,,
sarin,NN,0,0,NN,N,N,N,C3,C2,,
sarong,NN,0,0,NN,N,N,N,C3,NN,,
sartorial,NN,0,0,NN,N,N,N,C2,NN,,
sash,NN,0,0,NN,N,N,N,C1,C2,,
sashay,NN,0,0,NN,N,N,N,C4,NN,,
sashimi,NN,0,0,NN,N,N,N,C4,C2,,
sass,NN,0,0,NN,N,N,N,C3,C3,,
satanic,NN,0,0,NN,N,N,N,C2,C1,,
satchel,NN,0,0,NN,N,N,N,C2,C2,,
sate,NN,0,0,NN,N,N,N,C2,C2,,
satellite,NN,0,2,science,Y,Y,Y,A4,A4,,
satiate,NN,0,0,NN,N,N,N,C3,C3,,
satin,NN,0,0,NN,N,N,N,B3,C1,,
satire,NN,0,9,social_studies,Y,N,N,B3,B2,,
satiric,NN,0,0,NN,Y,N,N,C3,NN,,
satirical,NN,0,9,social_studies,N,N,N,C1,C1,,
satirist,NN,0,9,social_studies,N,N,N,C2,C1,,
satirize,NN,0,9,social_studies,N,N,N,C2,C1,,
satisfaction,B2,5000,0,NN,N,N,N,A3,A3,,
satisfactorily,NN,0,0,NN,N,N,N,B3,C1,,
satisfactory,NN,0,0,NN,N,Y,Y,B1,B1,,
satisfice,NN,0,0,NN,N,N,N,C3,NN,,
satisfy,NN,0,6,general,N,N,N,A2,A2,,
sativa,NN,0,0,NN,N,N,N,C3,NN,,
satrap,NN,0,9,social_studies,N,N,N,NN,NN,,
satsuma,NN,0,0,NN,N,N,N,C4,C2,,
saturate,NN,0,5,science,Y,N,N,B2,B2,,
saturation,NN,0,9,science,N,N,N,C1,C1,,
saturday,A1,3000,0,NN,Y,N,N,A3,NN,,
saturnine,NN,0,0,NN,N,N,N,C4,NN,,
satyr,NN,0,0,NN,N,N,N,C3,NN,,
sauce,NN,0,0,NN,N,N,N,B1,B1,,
saucepan,NN,0,0,NN,N,N,N,B3,C1,,
saucer,NN,0,0,NN,N,N,N,B3,C1,,
saucy,NN,0,0,NN,N,N,N,C2,C3,,
saudi,NN,0,6,social_studies,N,N,N,NN,NN,,
sauerkraut,NN,0,0,NN,N,N,N,C3,C3,,
sauna,NN,0,0,NN,N,Y,N,B3,C1,,
saunter,NN,0,0,NN,N,N,N,C1,C2,,
sauropod,NN,0,0,NN,N,N,N,C4,NN,,
sausage,NN,0,0,NN,N,N,N,B1,B1,,
sauté,NN,0,0,NN,N,N,N,C3,C2,,
savage,NN,0,0,NN,N,N,N,B1,B2,,
savagely,NN,0,0,NN,N,N,N,C1,C2,,
savageness,NN,0,0,NN,N,N,N,C5,NN,,
savagery,NN,0,0,NN,N,N,N,C1,C2,,
savanna,NN,0,2,social_studies,N,N,N,C2,NN,,
savannah,NN,0,4,social_studies,N,N,N,C2,C1,,
savant,NN,0,0,NN,N,N,N,C2,C2,,
save,NN,0,0,NN,N,N,N,A1,A1,,
saver,NN,0,0,NN,N,N,Y,C1,B3,,
saving,NN,0,0,NN,Y,N,N,NN,NN,,
savior,NN,0,9,social_studies,N,N,N,B3,B2,,
savor,NN,0,0,NN,Y,N,N,B3,B3,,
savory,NN,0,0,NN,N,N,N,C1,C1,,
savvy,NN,0,0,NN,N,N,N,B3,B2,,
saw,NN,0,0,NN,Y,N,N,NN,NN,,
sawdust,NN,0,0,NN,N,N,N,C2,C1,,
sawmill,NN,0,4,social_studies,N,N,N,C2,C2,,
sawyer,NN,0,0,NN,N,N,N,C4,C3,,
sax,NN,0,0,NN,N,N,N,C2,C1,,
saxophone,NN,0,0,NN,N,N,N,C1,B2,,
saxophonist,NN,0,0,NN,N,N,N,C2,C1,,
say,NN,0,0,NN,N,N,N,A1,A1,,
sb/sth,A1,3000,0,NN,N,N,N,NN,NN,,
sc,NN,0,0,NN,Y,N,N,NN,NN,,
scab,NN,0,0,NN,N,N,N,C1,C1,,
scabbard,NN,0,0,NN,N,N,N,C3,NN,,
scabby,NN,0,0,NN,N,N,N,C3,C2,,
scabies,NN,0,0,NN,N,N,N,C3,C3,,
scabious,NN,0,0,NN,N,N,N,C5,NN,,
scabrous,NN,0,0,NN,N,N,N,C5,NN,,
scad,NN,0,0,NN,N,N,N,C3,NN,,
scaffold,NN,0,0,NN,N,N,N,B3,B3,,
scalability,NN,0,0,NN,N,N,N,C3,C3,,
scalable,NN,0,0,NN,N,N,N,C2,C2,,
scalar,NN,0,9,math,N,N,N,C1,NN,,
scalawag,NN,0,9,social_studies,N,N,N,NN,NN,,
scald,NN,0,0,NN,N,N,N,C1,C2,,
scale,NN,0,3,math,N,N,N,A2,A2,,
scalene,NN,0,9,math,N,N,N,NN,NN,,
scallop,NN,0,0,NN,N,N,N,C1,C1,,
scallywag,NN,0,0,NN,N,N,N,C5,C3,,
scalp,NN,0,0,NN,N,N,N,B3,C1,,
scalpel,NN,0,9,science,N,N,N,C2,C2,,
scalper,NN,0,0,NN,N,N,N,C4,C2,,
scaly,NN,0,9,science,N,N,N,C2,C3,,
scam,NN,0,0,NN,N,N,N,B3,B1,,
scamp,NN,0,0,NN,N,N,N,C4,NN,,
scamper,NN,0,0,NN,N,N,N,C1,C2,,
scampi,NN,0,0,NN,N,N,N,C3,C2,,
scan,NN,0,0,NN,N,N,N,A3,A3,,
scandal,B2,5000,5,social_studies,N,N,Y,A4,A4,,
scandalize,NN,0,0,NN,N,N,N,C2,C2,,
scandalous,NN,0,0,NN,N,N,N,C1,B3,,
scandalously,NN,0,0,NN,N,N,N,C5,NN,,
scanner,NN,0,0,NN,N,N,N,B1,B2,,
scant,NN,0,0,NN,N,N,N,B3,C2,,
scantily,NN,0,0,NN,N,N,N,C3,C2,,
scanty,NN,0,0,NN,N,N,N,C2,NN,,
scape,NN,0,0,NN,N,N,N,C2,C2,,
scapegoat,NN,0,0,NN,N,N,N,C1,B3,,
scapula,NN,0,0,NN,N,N,N,C4,NN,,
scar,NN,0,0,NN,Y,N,N,B1,B1,,
scarab,NN,0,0,NN,N,N,N,C4,NN,,
scarce,NN,0,5,general,Y,N,Y,B1,B2,,
scarcely,NN,0,0,NN,N,N,N,B1,C1,,
scarcity,NN,0,2,social_studies,Y,N,N,B3,C1,,
scare,B2,5000,0,NN,N,N,N,A3,A2,,
scarecrow,NN,0,0,NN,N,N,N,C2,C2,,
scarf,NN,0,0,NN,Y,Y,N,B1,B1,,
scarify,NN,0,0,NN,N,N,N,C4,NN,,
scarlet,NN,0,0,NN,N,N,N,B3,C1,,
scarp,NN,0,9,science,N,N,N,C3,NN,,
scary,NN,0,0,NN,Y,N,N,B1,A4,,
scat,NN,0,0,NN,N,N,N,C3,C2,,
scathing,NN,0,0,NN,N,N,N,C1,B3,,
scathingly,NN,0,0,NN,N,N,N,C4,NN,,
scatological,NN,0,0,NN,N,N,N,C3,C3,,
scatter,NN,0,6,math,Y,N,Y,A3,A4,,
scatterplot,NN,0,9,math,N,N,N,NN,NN,,
scattershot,NN,0,0,NN,N,N,N,C4,NN,,
scavenge,NN,0,4,science,N,N,N,C1,C2,,
scavenger,NN,0,0,NN,N,N,N,C1,C2,,
scenario,B2,5000,0,NN,Y,N,Y,A3,A3,,
scene,NN,0,0,NN,N,N,N,A2,A1,,
scenery,NN,0,0,NN,Y,Y,N,B1,B2,,
scenic,NN,0,0,NN,Y,N,N,B2,C1,,
scenically,NN,0,0,NN,N,N,N,C4,NN,,
scent,NN,0,0,NN,Y,N,N,B1,B2,,
scentless,NN,0,0,NN,N,N,N,C4,NN,,
scepter,NN,0,0,NN,N,N,N,C3,NN,,
sceptic,NN,0,0,NN,N,N,N,NN,NN,,
sceptical,C1,5000,0,NN,N,N,N,NN,NN,,
schedule,NN,0,0,NN,N,N,N,A2,A1,,
scheduler,NN,0,0,NN,N,N,N,C3,C2,,
schema,NN,0,0,NN,N,N,N,B3,NN,,
schematic,NN,0,9,science,N,N,N,C1,C3,,
schematically,NN,0,0,NN,N,N,N,C3,NN,,
scheme,NN,0,6,general,N,N,N,A2,A2,,
schemer,NN,0,0,NN,N,N,N,C4,NN,,
schilling,NN,0,0,NN,N,N,N,C5,C3,,
schism,NN,0,0,NN,N,N,N,C1,C1,,
schismatic,NN,0,0,NN,N,N,N,C4,NN,,
schist,NN,0,0,NN,N,N,N,C3,NN,,
schistosome,NN,0,0,NN,N,N,N,C4,NN,,
schistosomiasis,NN,0,0,NN,N,N,N,C3,C2,,
schizoid,NN,0,0,NN,N,N,N,C4,NN,,
schizophrenia,NN,0,0,NN,N,N,N,B2,B2,,
schizophrenic,NN,0,0,NN,N,N,N,C1,B3,,
schlep,NN,0,0,NN,N,N,N,C4,NN,,
schlock,NN,0,0,NN,N,N,N,C4,NN,,
schmooze,NN,0,0,NN,N,N,N,C3,C2,,
schmuck,NN,0,0,NN,N,N,N,C3,C2,,
schnapps,NN,0,0,NN,N,N,N,C3,C3,,
schnauzer,NN,0,0,NN,N,N,N,C5,C2,,
scholar,B2,5000,4,social_studies,N,N,N,A3,A3,,
scholarly,NN,0,9,general,Y,N,N,B1,B3,,
scholarship,B2,5000,0,NN,Y,Y,N,A4,A4,,
scholastic,NN,0,9,social_studies,N,N,N,C1,C2,,
school,NN,0,0,NN,N,N,N,A1,A1,,
schoolbag,NN,0,0,NN,N,N,N,C3,NN,,
schoolbook,NN,0,0,NN,N,N,N,C3,NN,,
schoolboy,NN,0,0,NN,N,N,N,B3,C1,,
schoolchild,NN,0,0,NN,Y,N,N,B3,B3,,
schoolday,NN,0,0,NN,N,N,N,C2,C3,,
schooler,NN,0,0,NN,N,N,N,C2,C1,,
schoolfriend,NN,0,0,NN,N,N,N,C3,NN,,
schoolgirl,NN,0,0,NN,N,N,N,C1,C1,,
schoolhouse,NN,0,0,NN,N,N,N,C2,C1,,
schoolmarm,NN,0,0,NN,N,N,N,C4,NN,,
schoolmaster,NN,0,0,NN,N,N,N,C1,C3,,
schoolmate,NN,0,0,NN,N,N,N,C1,C1,,
schoolroom,NN,0,0,NN,N,N,N,C2,C3,,
schoolteacher,NN,0,0,NN,N,N,N,C1,B3,,
schoolwork,NN,0,0,NN,Y,N,N,C2,C1,,
schoolyard,NN,0,0,NN,N,N,N,C2,C1,,
schooner,NN,0,0,NN,N,N,N,C2,C3,,
schwa,NN,0,0,NN,N,N,N,C3,NN,,
sciatic,NN,0,0,NN,N,N,N,C4,NN,,
sciatica,NN,0,0,NN,N,N,N,C3,C2,,
science,NN,0,1,general,N,N,N,A1,A1,,
scienter,NN,0,0,NN,N,N,N,C4,NN,,
scientific,B1,3000,4,general,N,N,N,A2,A2,,
scientifically,NN,0,0,NN,Y,N,N,B3,B2,,
scientist,NN,0,1,science,N,N,N,A2,A2,,
scimitar,NN,0,0,NN,N,N,N,C4,NN,,
scintilla,NN,0,0,NN,N,N,N,C4,NN,,
scintillate,NN,0,0,NN,N,N,N,C2,C2,,
scintillation,NN,0,0,NN,N,N,N,C4,NN,,
scion,NN,0,0,NN,N,N,N,C2,NN,,
scissors,NN,0,0,NN,N,N,N,B2,B2,,
sclerite,NN,0,0,NN,N,N,N,C4,NN,,
scleroderma,NN,0,0,NN,N,N,N,C5,C3,,
sclerose,NN,0,0,NN,N,N,N,C4,NN,,
sclerosis,NN,0,0,NN,N,N,N,C1,B3,,
sclerotherapy,NN,0,0,NN,N,N,N,C4,NN,,
scoff,NN,0,0,NN,N,N,N,C1,B3,,
scold,NN,0,3,social_studies,N,N,N,B3,C1,,
scoliosis,NN,0,0,NN,N,N,N,C5,C3,,
sconce,NN,0,0,NN,N,N,N,C4,NN,,
scone,NN,0,0,NN,N,N,N,C1,C1,,
scoop,NN,0,0,NN,N,N,N,B1,B1,,
scoot,NN,0,0,NN,N,N,N,C2,C1,,
scooter,NN,0,0,NN,N,N,N,C1,B3,,
scope,C1,5000,0,NN,N,N,N,A3,A3,,
scorch,NN,0,0,NN,N,N,N,B3,B3,,
scorcher,NN,0,0,NN,N,N,N,C3,C3,,
score,NN,0,0,NN,N,N,N,A1,A1,,
scoreboard,NN,0,0,NN,N,N,N,C2,C1,,
scorecard,NN,0,0,NN,N,N,Y,C1,C1,,
scoreless,NN,0,0,NN,N,N,N,C3,C1,,
scoreline,NN,0,0,NN,N,N,N,C3,C2,,
scorer,NN,0,0,NN,N,N,N,B3,B2,,
scorn,NN,0,0,NN,N,N,N,B2,C1,,
scornful,NN,0,0,NN,N,N,N,C2,NN,,
scornfully,NN,0,6,social_studies,N,N,N,C2,NN,,
scorpion,NN,0,0,NN,N,N,N,C1,C1,,
scotch,NN,0,0,NN,N,N,N,C1,C1,,
scott,NN,0,0,NN,Y,N,N,NN,NN,,
scoundrel,NN,0,0,NN,N,N,N,C2,C2,,
scour,NN,0,0,NN,N,N,N,B3,B3,,
scourer,NN,0,0,NN,N,N,N,C5,C2,,
scourge,NN,0,0,NN,N,N,N,C1,C1,,
scouse,NN,0,0,NN,N,N,N,C3,C2,,
scout,NN,0,0,NN,Y,N,N,B1,B1,,
scowl,NN,0,6,social_studies,N,N,N,C1,C1,,
scrabble,NN,0,0,NN,N,N,N,C1,B3,,
scrag,NN,0,0,NN,N,N,N,C5,NN,,
scraggly,NN,0,0,NN,N,N,N,C3,C2,,
scraggy,NN,0,0,NN,N,N,N,C4,C3,,
scram,NN,0,0,NN,N,N,N,C4,NN,,
scramble,NN,0,0,NN,N,N,N,B1,B1,,
scrambler,NN,0,0,NN,N,N,N,C3,C2,,
scramjet,NN,0,0,NN,N,N,N,C5,C2,,
scrap,NN,0,0,NN,N,N,Y,B1,B1,,
scrapbook,NN,0,0,NN,N,N,N,C1,B3,,
scrape,NN,0,0,NN,Y,N,N,B1,B1,,
scraper,NN,0,0,NN,N,N,N,C2,C1,,
scrapie,NN,0,0,NN,N,N,N,C5,C3,,
scrappy,NN,0,0,NN,N,N,N,C1,C1,,
scratch,B2,5000,0,NN,Y,N,Y,B1,B1,,
scratchy,NN,0,0,NN,N,N,N,C2,C1,,
scrawl,NN,0,0,NN,N,N,N,C1,C1,,
scrawny,NN,0,0,NN,N,N,N,C2,C2,,
scream,NN,0,0,NN,N,N,N,A3,A2,,
screamer,NN,0,0,NN,N,N,N,C4,NN,,
screamingly,NN,0,0,NN,N,N,N,C4,NN,,
scree,NN,0,0,NN,N,N,N,C1,NN,,
screech,NN,0,0,NN,N,N,N,B3,B3,,
screed,NN,0,0,NN,N,N,N,C3,C2,,
screen,NN,0,0,NN,N,N,N,A1,A2,,
screener,NN,0,0,NN,N,N,N,C1,C1,,
screening,B2,5000,0,NN,N,N,N,NN,NN,,
screenplay,NN,0,0,NN,N,N,N,B3,B2,,
screensaver,NN,0,0,NN,N,N,N,C4,NN,,
screenwriter,NN,0,0,NN,N,N,N,C1,B3,,
screenwriting,NN,0,0,NN,N,N,N,C3,C2,,
screw,NN,0,3,science,Y,N,N,B1,B1,,
screwball,NN,0,0,NN,N,N,N,C3,C3,,
screwdriver,NN,0,0,NN,N,N,N,C1,B3,,
scribal,NN,0,0,NN,N,N,N,C4,NN,,
scribble,NN,0,0,NN,N,N,N,B3,B2,,
scribbler,NN,0,0,NN,N,N,N,C4,NN,,
scribe,NN,0,6,social_studies,N,N,N,B3,C1,,
scrim,NN,0,0,NN,N,N,N,C5,NN,,
scrimmage,NN,0,0,NN,N,N,N,C4,NN,,
scrimp,NN,0,0,NN,N,N,N,C3,C2,,
scrimshaw,NN,0,0,NN,Y,N,N,C4,NN,,
scrip,NN,0,0,NN,N,N,N,C4,NN,,
script,B1,3000,0,NN,Y,N,Y,A4,A4,,
scriptorium,NN,0,0,NN,N,N,N,C5,NN,,
scriptural,NN,0,0,NN,N,N,N,C2,C1,,
scripture,NN,0,9,social_studies,N,N,N,A4,A4,,
scriptwriter,NN,0,0,NN,N,N,N,C3,C3,,
scroll,NN,0,6,social_studies,Y,N,N,A4,A4,,
scrotum,NN,0,0,NN,N,N,N,C3,C2,,
scrounge,NN,0,0,NN,N,N,N,C2,C1,,
scrounger,NN,0,0,NN,N,N,N,C3,C2,,
scrub,NN,0,0,NN,Y,N,N,B1,B1,,
scrubber,NN,0,0,NN,N,N,N,C3,C2,,
scrubby,NN,0,0,NN,N,N,N,C3,NN,,
scrubland,NN,0,0,NN,N,N,N,C3,NN,,
scruff,NN,0,0,NN,N,N,N,C3,C2,,
scruffy,NN,0,0,NN,N,N,N,C1,C1,,
scrum,NN,0,0,NN,N,N,N,C1,C1,,
scrummage,NN,0,0,NN,N,N,N,C3,NN,,
scrumpy,NN,0,0,NN,N,N,N,C4,C2,,
scrunch,NN,0,0,NN,N,N,N,C2,C2,,
scruple,NN,0,0,NN,N,N,N,C1,C3,,
scrupulous,NN,0,0,NN,N,N,N,C1,C2,,
scrupulously,NN,0,0,NN,N,N,N,C1,C2,,
scrutinize,NN,0,0,NN,N,N,N,B2,B2,,
scrutiny,NN,0,6,social_studies,N,N,Y,B1,B1,,
scry,NN,0,0,NN,N,N,N,C4,NN,,
scuba,NN,0,6,science,Y,N,N,C1,C1,,
scud,NN,0,0,NN,N,N,N,C2,B3,,
scuff,NN,0,0,NN,N,N,N,C2,C2,,
scuffle,NN,0,0,NN,N,N,N,C1,C1,,
scull,NN,0,0,NN,N,N,N,C3,C2,,
scullery,NN,0,0,NN,N,N,N,C2,C2,,
scullion,NN,0,0,NN,N,N,N,C4,NN,,
sculpt,NN,0,0,NN,N,N,N,B3,C1,,
sculptor,NN,0,6,social_studies,Y,N,N,B2,B3,,
sculptress,NN,0,0,NN,N,N,N,C5,C3,,
sculptural,NN,0,0,NN,Y,N,N,C2,C3,,
sculpture,B1,3000,0,NN,Y,Y,N,B1,B1,,
scum,NN,0,0,NN,N,N,N,C1,C1,,
scummy,NN,0,0,NN,N,N,N,C4,NN,,
scupper,NN,0,0,NN,N,N,N,C3,NN,,
scurrilous,NN,0,0,NN,N,N,N,C2,C2,,
scurry,NN,0,0,NN,N,N,N,C1,C1,,
scurvy,NN,0,0,NN,N,N,N,C3,NN,,
scuttle,NN,0,0,NN,N,N,N,C1,C1,,
scythe,NN,0,0,NN,N,N,N,C1,C2,,
se,NN,0,0,NN,Y,N,N,NN,NN,,
sea,NN,0,0,NN,N,N,N,A1,A2,,
seabed,NN,0,0,NN,N,N,N,C2,C2,,
seabird,NN,0,9,science,N,N,N,C1,C2,,
seaboard,NN,0,0,NN,N,N,N,C2,B3,,
seaborne,NN,0,0,NN,N,N,N,C4,NN,,
seacoast,NN,0,9,social_studies,N,N,N,C3,C2,,
seafarer,NN,0,0,NN,N,N,N,C3,NN,,
seafaring,NN,0,9,social_studies,N,N,N,C2,NN,,
seafloor,NN,0,6,science,N,N,N,C3,C2,,
seafood,NN,0,6,science,Y,Y,N,B2,B2,,
seafront,NN,0,0,NN,N,N,N,C1,C3,,
seagull,NN,0,0,NN,N,N,N,C1,C1,,
seahorse,NN,0,0,NN,N,N,N,C4,C2,,
seal,NN,0,0,NN,N,N,N,A3,A3,,
sealant,NN,0,0,NN,N,N,N,C3,NN,,
sealer,NN,0,0,NN,N,N,N,C2,C2,,
sealskin,NN,0,0,NN,N,N,N,C5,C3,,
seam,NN,0,9,science,N,N,N,B2,B2,,
seaman,NN,0,0,NN,N,N,N,B3,C1,,
seamanship,NN,0,0,NN,N,N,N,C3,NN,,
seamer,NN,0,0,NN,N,N,N,C3,NN,,
seamless,NN,0,0,NN,N,N,N,C1,B3,,
seamlessly,NN,0,0,NN,N,N,N,C1,C1,,
seamount,NN,0,9,science,N,N,N,C4,NN,,
seamstress,NN,0,9,social_studies,N,N,N,C2,C2,,
seamy,NN,0,0,NN,N,N,N,C3,C3,,
seance,NN,0,0,NN,N,N,N,C3,NN,,
seaplane,NN,0,0,NN,N,N,N,C3,NN,,
seaport,NN,0,3,social_studies,Y,N,N,C1,C2,,
sear,NN,0,0,NN,Y,N,N,C1,C1,,
search,NN,0,0,NN,N,N,N,A1,A2,,
searchable,NN,0,0,NN,N,N,N,C2,C2,,
searcher,NN,0,0,NN,N,N,N,C1,C1,,
searchingly,NN,0,0,NN,N,N,N,C4,NN,,
searchlight,NN,0,0,NN,N,N,N,C2,C2,,
seascape,NN,0,0,NN,N,N,N,C3,NN,,
seashell,NN,0,0,NN,N,N,N,C2,C2,,
seashore,NN,0,9,science,Y,N,N,C2,C3,,
seasick,NN,0,0,NN,N,N,N,C3,C2,,
seasickness,NN,0,0,NN,N,N,N,C3,NN,,
seaside,NN,0,0,NN,N,Y,N,B2,B3,,
season,NN,0,0,NN,N,N,N,A1,A1,,
seasonable,NN,0,0,NN,N,N,N,C4,C3,,
seasonably,NN,0,0,NN,N,N,N,C5,NN,,
seasonal,NN,0,4,social_studies,Y,Y,Y,B1,B2,,
seasonality,NN,0,0,NN,N,N,N,C2,NN,,
seasonally,NN,0,9,science,N,N,N,C2,C2,,
seasoning,NN,0,0,NN,N,N,N,NN,NN,,
seat,NN,0,0,NN,N,N,N,A1,A1,,
seatbelt,NN,0,0,NN,N,N,N,C2,C1,,
seater,NN,0,0,NN,N,N,N,C2,C2,,
seattle,NN,0,0,NN,Y,N,N,NN,NN,,
seawall,NN,0,0,NN,N,N,N,C4,C2,,
seaward,NN,0,9,general,N,N,N,C2,NN,,
seawater,NN,0,5,science,Y,N,N,C1,C2,,
seaway,NN,0,0,NN,N,N,N,C4,NN,,
seaweed,NN,0,6,science,N,N,N,C1,C1,,
seaworthy,NN,0,0,NN,N,N,N,C4,NN,,
sebaceous,NN,0,0,NN,N,N,N,C5,C3,,
sec,NN,0,0,NN,Y,N,N,NN,NN,,
secant,NN,0,9,math,N,N,N,C4,NN,,
secateur,NN,0,0,NN,N,N,N,C3,C3,,
secede,NN,0,4,social_studies,N,N,N,C1,C1,,
secession,NN,0,9,social_studies,N,N,N,C1,C1,,
secessionist,NN,0,0,NN,N,N,N,C2,C2,,
seclude,NN,0,0,NN,N,N,N,B3,C1,,
seclusion,NN,0,0,NN,N,N,N,C1,C1,,
second,NN,0,0,NN,N,N,N,A1,A1,,
secondarily,NN,0,0,NN,N,N,N,C2,C1,,
secondary,B1,3000,5,general,N,N,N,A3,A3,,
secondee,NN,0,0,NN,N,N,N,C4,NN,,
seconder,NN,0,0,NN,N,N,N,C4,C1,,
secondhand,NN,0,0,NN,N,N,N,C1,B3,,
secondly,A2,3000,9,social_studies,N,N,N,A2,A3,,
secondment,NN,0,0,NN,N,N,N,C2,C2,,
seconds,NN,0,0,NN,N,N,N,NN,NN,,
secrecy,NN,0,9,social_studies,N,N,N,B2,B2,,
secret,A2,3000,0,NN,N,N,N,A2,A2,,
secretarial,NN,0,0,NN,N,N,N,C1,C1,,
secretariat,NN,0,0,NN,N,N,N,C1,C1,,
secretary,A2,3000,5,social_studies,N,N,N,A2,A1,,
secretaryship,NN,0,0,NN,N,N,N,C4,NN,,
secrete,NN,0,9,science,Y,N,N,A4,A4,,
secretion,NN,0,9,science,N,N,N,B3,C1,,
secretive,NN,0,0,NN,N,N,N,B3,B3,,
secretively,NN,0,0,NN,N,N,N,C4,NN,,
secretly,NN,0,5,social_studies,N,N,N,B1,B2,,
secretory,NN,0,0,NN,N,N,N,C2,NN,,
sect,NN,0,6,social_studies,N,N,N,B2,B2,,
sectarian,NN,0,0,NN,N,N,N,B3,B1,,
sectarianism,NN,0,0,NN,N,N,N,C3,C1,,
section,A1,3000,3,general,N,N,N,A1,A2,,
sectional,NN,0,9,social_studies,N,N,N,C1,C2,,
sectionalism,NN,0,5,social_studies,N,N,N,NN,NN,,
sectionalization,NN,0,0,NN,N,N,N,C5,C2,,
sector,NN,0,0,NN,N,N,N,A2,A2,,
sectoral,NN,0,0,NN,N,N,N,C1,NN,,
secular,NN,0,6,social_studies,Y,N,Y,B1,B1,,
secularism,NN,0,0,NN,N,N,N,C2,C1,,
secularist,NN,0,0,NN,N,N,N,C2,C2,,
secularization,NN,0,0,NN,N,N,N,C2,C2,,
secularize,NN,0,0,NN,N,N,N,C3,NN,,
secure,NN,0,0,NN,N,N,N,A2,A2,,
securely,NN,0,9,general,N,N,N,B3,C1,,
securitization,NN,0,0,NN,N,N,N,C4,C2,,
securitize,NN,0,0,NN,N,N,N,C3,C2,,
security,B1,3000,0,NN,N,N,N,A1,A1,,
sedan,NN,0,0,NN,N,Y,N,C1,B3,,
sedate,NN,0,0,NN,N,N,N,C1,C1,,
sedately,NN,0,0,NN,N,N,N,C4,NN,,
sedation,NN,0,0,NN,N,N,N,C2,NN,,
sedative,NN,0,0,NN,N,N,N,C1,C2,,
sedentary,NN,0,0,NN,Y,N,N,C1,C1,,
sedge,NN,0,0,NN,N,N,N,C3,C2,,
sediment,NN,0,3,science,Y,N,N,A4,A4,,
sedimentary,NN,0,3,science,Y,N,N,C1,C2,,
sedimentation,NN,0,0,NN,N,N,N,C2,C3,,
sedition,NN,0,6,social_studies,N,N,N,C2,C2,,
seditious,NN,0,0,NN,N,N,N,C3,NN,,
seduce,NN,0,0,NN,N,N,N,B2,B3,,
seducer,NN,0,0,NN,N,N,N,C3,NN,,
seduction,NN,0,0,NN,N,N,N,C1,C1,,
seductive,NN,0,0,NN,N,N,N,B3,C1,,
seductively,NN,0,0,NN,N,N,N,C3,NN,,
seductress,NN,0,0,NN,N,N,N,C5,NN,,
see,NN,0,0,NN,N,N,N,A1,A1,,
seed,NN,0,1,science,N,N,N,A2,A3,,
seedbed,NN,0,0,NN,N,N,N,C4,NN,,
seedless,NN,0,6,science,N,N,N,C3,NN,,
seedling,NN,0,1,science,N,N,N,B3,C2,,
seedy,NN,0,0,NN,N,N,N,C1,C1,,
seek,NN,0,0,NN,N,N,N,A1,A2,,
seeker,B2,5000,0,NN,N,Y,Y,B3,B3,,
seel,NN,0,0,NN,N,N,N,C4,NN,,
seem,A2,3000,0,NN,N,N,N,A1,A1,,
seemingly,C1,5000,0,NN,Y,N,Y,B1,B1,,
seemly,NN,0,0,NN,N,N,N,C3,NN,,
seep,NN,0,4,science,Y,N,N,B3,B3,,
seepage,NN,0,0,NN,N,N,N,C3,C2,,
seer,NN,0,0,NN,N,N,N,C2,C3,,
seersucker,NN,0,0,NN,N,N,N,C4,NN,,
seesaw,NN,0,6,science,N,N,N,C2,C2,,
seethe,NN,0,0,NN,N,N,N,C1,C2,,
segment,C1,5000,4,math,N,N,N,A3,A3,,
segmental,NN,0,0,NN,N,N,N,C2,NN,,
segmentation,NN,0,9,science,N,N,Y,B3,NN,,
segregate,NN,0,4,social_studies,N,N,N,B2,B1,,
segregation,NN,0,3,social_studies,N,N,N,B2,B1,,
segue,NN,0,0,NN,N,N,N,C2,C1,,
seiche,NN,0,0,NN,N,N,N,C5,C3,,
