267,00:23:34.329,00:23:36.498,"['No', 'one', 'has', 'ever', 'returned.']"
268,00:23:43.004,00:23:46.424,"['It', 'seems', 'no', 'one', 'has', 'ever', 'had', 'the', 'privilege', 'of', 'leaving', 'either.']"
271,00:24:30.051,00:24:32.470,"['Those', 'who', 'enter', 'reek', 'of', 'fear.']"
272,00:24:33.597,00:24:37.350,"['In', 'you', 'I', 'sense', 'hope.']"
273,00:24:44.440,00:24:45.942,"['Your', 'silver', 'offends', 'me.']"
274,00:24:46.026,00:24:47.736,"['Cloak', 'it', 'from', 'my', 'sight.']"
275,00:24:51.823,00:24:57.328,"['What', 'kind', 'of', 'man', 'crawls', 'into', 'his', 'own', 'grave', 'in', 'search', 'of', 'hope?', 'Hmm?']"
276,00:24:57.412,00:24:59.664,"['A', 'desperate', 'one.']"
277,00:24:59.748,00:25:02.458,"['The', 'Turks', 'threaten', 'to', 'destroy', 'my', 'kingdom.']"
278,00:25:03.501,00:25:06.713,"['With', 'power', 'like', 'yours,', 'I', 'could', 'stop', 'them.']"
279,00:25:08.089,00:25:11.050,"['Save', 'my', 'people.', 'Save', 'my', 'family.']"
280,00:25:11.134,00:25:15.346,"['How', 'supremely', 'noble,', 'Lord', 'Impaler.']"
281,00:25:15.430,00:25:18.934,"['House', 'Dracul.', 'Son', 'of', 'the', 'devil.']"
282,00:25:19.851,00:25:22.019,"['You’re', 'mistaken.']"
283,00:25:22.103,00:25:24.606,"['It', 'means', '""son', 'of', 'the', 'dragon.""']"
284,00:25:24.690,00:25:27.024,"['""Protector', 'of', 'the', 'innocent.""']"
285,00:25:27.108,00:25:32.363,"['Do', 'your', 'people', 'know', 'how', 'many', 'innocents', 'you', 'have', 'killed?']"
287,00:25:36.117,00:25:37.535,['Yes.']
288,00:25:42.290,00:25:46.043,"['Lie', 'to', 'me', 'again,', 'and', 'I’ll', 'open', 'you', 'from', 'your', 'belly', 'to', 'your', 'brain']"
289,00:25:46.127,00:25:48.254,"['and', 'feed', 'you', 'your', 'intestines.']"
290,00:25:48.338,00:25:49.881,['Thousands.']
291,00:25:49.965,00:25:52.759,"['And', 'when', 'you', 'put', 'them', 'to', 'the', 'stake,', 'what', 'did', 'you', 'feel?']"
292,00:25:52.843,00:25:54.719,"['Shame?', 'Horror?']"
293,00:25:54.803,00:25:57.054,['Power?']
294,00:25:57.138,00:25:59.056,"['Answer', 'me!']"
295,00:25:59.140,00:26:00.642,['Nothing.']
296,00:26:00.726,00:26:02.476,"['I', 'felt', 'nothing.']"
297,00:26:02.560,00:26:04.604,"['A', 'greater', 'crime', 'than', 'the', 'act', 'itself.']"
298,00:26:04.688,00:26:08.232,"['Then', 'why', 'spill', 'blood', 'if', 'not', 'for', 'the', 'pleasure', 'of', 'it?']"
299,00:26:08.316,00:26:12.028,"['Because', 'men', 'do', 'not', 'fear', 'swords.']"
300,00:26:12.112,00:26:13.822,"['They', 'fear', 'monsters.']"
301,00:26:15.031,00:26:16.783,"['They', 'run', 'from', 'them.']"
302,00:26:16.867,00:26:21.245,"['By', 'putting', 'one', 'village', 'to', 'the', 'stake,', 'I', 'spared', '10', 'more.']"
303,00:26:21.329,00:26:24.749,"['Sometimes', 'the', 'world', 'no', 'longer', 'needs', 'a', 'hero.']"
304,00:26:24.833,00:26:28.419,"['Sometimes', 'what', 'it', 'needs', 'is', 'a', 'monster.']"
305,00:26:28.503,00:26:33.424,"['And', 'you', 'believe', 'you', 'know', 'what', 'it', 'is', 'to', 'be', 'a', 'monster?', 'Hmm?']"
308,00:27:01.161,00:27:03.371,"['You', 'have', 'no', 'idea.']"
309,00:27:06.374,00:27:08.376,"['But', 'I’m', 'going', 'to', 'show', 'you.']"
310,00:27:10.461,00:27:14.799,"['For', 'centuries,', 'these', 'moldering', 'walls', 'have', 'been', 'my', 'gallows.']"
311,00:27:14.883,00:27:18.469,"['For', 'I’m', 'bound', 'to', 'this', 'cave,', 'condemned', 'by', 'one', 'who', 'turned', 'me.']"
312,00:27:18.553,00:27:23.015,"['Oh,', 'and', 'I', 'have', 'waited', 'an', 'eternity', 'for', 'a', 'man', 'of', 'your', 'strength,']"
313,00:27:23.099,00:27:25.267,"['your', 'gifts,', 'your', 'will–']"
314,00:27:25.351,00:27:29.564,"['a', 'man', 'worthy', 'of', 'the', 'dark', 'and', 'all', 'its', 'powers.']"
315,00:27:31.441,00:27:35.486,"['For', 'if', 'I', 'am', 'your', 'salvation,', 'you', 'are', 'mine.']"
316,00:27:44.746,00:27:48.249,"['Drink.', 'You', 'will', 'have', 'a', 'taste', 'of', 'my', 'power.']"
317,00:27:48.333,00:27:51.002,"['The', 'strength', 'of', 'a', 'hundred', 'men.']"
318,00:27:51.086,00:27:52.879,"['The', 'speed', 'of', 'a', 'falling', 'star.']"
319,00:27:52.963,00:27:56.048,"['Dominion', 'over', 'the', 'night', 'and', 'all', 'its', 'creatures.']"
320,00:27:56.132,00:27:59.302,"['To', 'see', 'and', 'hear', 'through', 'their', 'senses.']"
321,00:28:02.931,00:28:05.057,"['Even', 'heal', 'grievous', 'wounds.']"
322,00:28:05.141,00:28:07.018,"['At', 'what', 'price?']"
323,00:28:07.102,00:28:11.773,"['Once', 'you', 'drink,', 'your', 'thirst', 'for', 'human', 'blood', 'will', 'be', 'insatiable.']"
324,00:28:13.775,00:28:17.153,"['But', 'if', 'you', 'can', 'resist', 'for', 'three', 'days,']"
325,00:28:17.237,00:28:19.446,"['you', 'will', 'return', 'to', 'your', 'mortal', 'state,']"
326,00:28:19.530,00:28:23.200,"['having', 'sampled', 'my', 'power', 'and', 'perhaps', 'saved', 'your', 'people.']"
327,00:28:23.284,00:28:25.161,"['And', 'if', 'I', 'feed?']"
328,00:28:25.245,00:28:28.498,"['The', 'price', 'would', 'be', 'worse', 'than', 'if', 'you’d', 'never', 'stepped', 'in', 'here.']"
329,00:28:29.875,00:28:31.542,"['For', 'I', 'will', 'be', 'set', 'free,']"
