Word,oxford_level,oxford_version,lexile_grade,lexile_category,awsl,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized,proper_noun
commonality,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False
commoner,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,True,False
commonly,B2,3000.0,6.0,general,N,Y,Y,Y,A3,A4,2,False,False
commonplace,NN,0.0,9.0,general,N,N,N,N,B2,B3,1,True,False
commons,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
commonsense,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
commonwealth,NN,0.0,6.0,social_studies,N,N,N,N,C1,B2,1,True,False
commotion,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
communal,NN,0.0,0.0,NN,N,Y,N,N,B2,B2,0,False,False
communally,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
commune,NN,0.0,9.0,social_studies,N,N,N,N,B3,C1,1,True,False
communicable,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
communicant,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
communicate,A2,3000.0,2.0,general,Y,N,N,N,A2,A2,2,True,False
communication,B1,3000.0,0.0,NN,N,N,N,N,A1,A2,2,True,False
communicational,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,
communicative,NN,0.0,0.0,NN,N,N,N,N,A4,A4,0,False,False
communicatively,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
communicator,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False
communion,NN,0.0,0.0,NN,N,N,N,N,B2,B2,1,True,False
communiqué,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False,False
communism,NN,0.0,5.0,social_studies,N,N,N,Y,B1,B1,1,True,False
communist,C1,5000.0,5.0,social_studies,N,N,N,Y,A3,A3,1,True,False
community,A2,3000.0,1.0,social_studies,Y,N,N,N,A1,A1,2,True,False
communization,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True,
commutation,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,True,False
commutative,NN,0.0,3.0,math,N,N,N,N,C4,NN,0,False,False
commutator,NN,0.0,6.0,science,N,N,N,N,C5,C3,0,True,False
commute,NN,0.0,0.0,NN,N,Y,Y,N,B1,B1,0,True,False
commuter,NN,0.0,0.0,NN,N,Y,Y,N,B2,B1,0,True,False
comp,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False
compact,NN,0.0,5.0,general,N,Y,Y,N,A4,A4,0,True,False
compaction,NN,0.0,9.0,science,N,N,N,N,C3,NN,0,True,False
compactly,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
compactness,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
compactor,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
companion,C1,5000.0,0.0,NN,N,Y,N,N,B1,B1,2,True,False
companionable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
companionship,NN,0.0,0.0,NN,N,Y,N,N,C1,C1,1,True,False
companionway,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
company,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False
companywide,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
comparability,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
comparable,C1,5000.0,9.0,general,N,Y,N,Y,A4,A4,1,True,False
comparably,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
comparative,B2,5000.0,6.0,general,N,Y,N,Y,A4,A4,1,True,False
comparatively,NN,0.0,0.0,NN,N,Y,N,N,B1,B3,1,False,False
comparator,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
compare,A1,3000.0,1.0,general,Y,N,N,N,A1,A1,2,True,False
comparison,B1,3000.0,4.0,general,N,N,N,N,A2,A3,2,True,False
compartment,NN,0.0,0.0,NN,N,N,Y,N,B2,B2,1,True,False
compartmentalize,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False
compass,NN,0.0,2.0,science,N,Y,N,N,B2,B2,1,True,False
compassion,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,1,True,False
compassionate,NN,0.0,0.0,NN,N,N,N,N,B3,B2,1,False,False
compassionately,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
compatibility,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False
compatible,NN,0.0,5.0,math,N,Y,Y,Y,B1,B2,1,True,False
compatriot,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
compel,C1,5000.0,9.0,general,N,Y,N,Y,A4,B1,2,True,False
compelling,C1,5000.0,0.0,NN,N,N,N,N,NN,NN,1,False,False
compendium,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
compensate,C1,5000.0,0.0,NN,Y,Y,Y,Y,A4,A4,1,True,False
compensation,C1,5000.0,4.0,social_studies,N,N,N,N,A3,A3,1,True,False
compensatory,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
compere,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
compete,A2,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True,False
competence,C1,5000.0,0.0,NN,N,N,N,Y,A4,A4,1,True,False
competency,NN,0.0,0.0,NN,N,N,N,Y,B2,B2,0,True,False
competent,C1,5000.0,0.0,NN,N,N,N,Y,A4,A4,1,False,False
competently,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False,False
competition,A2,3000.0,0.0,NN,Y,N,N,N,A1,A2,2,True,False
competitive,B1,3000.0,0.0,NN,N,N,N,N,A2,A2,2,False,False
competitively,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
competitiveness,NN,0.0,0.0,NN,N,N,N,Y,B2,B2,0,True,False
competitor,B1,3000.0,0.0,NN,N,N,N,N,A3,A3,1,True,False
compilation,NN,0.0,0.0,NN,N,N,N,N,B2,B2,0,True,False
compile,C1,5000.0,9.0,general,N,N,Y,Y,B1,B1,1,True,False
compiler,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
complacency,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,True,False
complacent,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False,False
complacently,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
complain,A2,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True,False
complainant,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
complaint,B1,3000.0,6.0,social_studies,N,N,N,N,A2,A2,2,True,False
complaisance,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
complaisant,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
complement,C1,5000.0,6.0,general,N,Y,N,Y,A4,A4,1,True,False
complementarity,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False
complementary,NN,0.0,9.0,math,N,Y,N,N,B2,C1,1,True,False
complementation,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
complete,A1,3000.0,1.0,general,Y,N,N,N,A1,A1,2,True,False
completely,A2,3000.0,0.0,NN,N,N,N,N,A1,A1,2,False,False
completeness,NN,0.0,0.0,NN,N,Y,N,N,C1,C2,0,True,False
completion,B2,5000.0,9.0,general,N,N,Y,Y,B1,B2,1,True,False
complex,B1,3000.0,4.0,general,Y,N,N,N,A2,A2,2,True,False
complexion,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True,False
complexity,C1,5000.0,6.0,general,N,N,N,N,A3,A3,1,True,False
compliance,C1,5000.0,0.0,NN,N,N,Y,Y,B1,B1,1,True,False
compliant,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,False,False
complicate,NN,0.0,6.0,general,Y,N,N,N,A2,A2,2,True,False
complicated,B2,3000.0,0.0,NN,N,N,N,N,NN,NN,2,False,False
complication,C1,5000.0,0.0,NN,N,Y,Y,N,A4,A4,1,True,False
complicit,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
complicity,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
compliment,NN,0.0,0.0,NN,N,N,Y,N,B1,B1,1,True,False
complimentary,NN,0.0,0.0,NN,N,N,Y,N,B3,B3,1,True,False
comply,C1,5000.0,0.0,NN,N,N,Y,Y,A4,A3,1,True,False
component,B2,3000.0,6.0,science,Y,N,N,N,A2,A3,1,True,False
comport,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
compose,B2,5000.0,6.0,general,Y,N,N,N,A3,A3,1,True,False
composedly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
composer,B2,5000.0,0.0,NN,N,Y,N,N,A3,A4,1,True,False
composite,NN,0.0,4.0,general,N,N,N,Y,A4,A4,1,True,False
composition,C1,5000.0,5.0,general,N,N,N,N,A3,A3,1,True,False
compositional,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False,False
compositor,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
compost,NN,0.0,3.0,science,N,N,N,N,B2,B2,0,True,False
composure,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
compote,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
compound,B2,5000.0,2.0,science,N,N,N,N,A3,A3,1,True,False
comprehend,NN,0.0,4.0,general,N,Y,N,N,B2,B2,1,True,False
comprehensibility,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
comprehensible,NN,0.0,0.0,NN,N,Y,N,N,C1,C1,0,False,False
comprehension,NN,0.0,2.0,general,N,Y,Y,N,A4,A4,1,True,False
comprehensive,B2,5000.0,9.0,general,N,N,N,N,A3,A3,1,True,False
comprehensively,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
comprehensiveness,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False
compress,NN,0.0,5.0,science,N,Y,N,N,B2,B2,1,True,False
compressible,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
compression,NN,0.0,5.0,science,N,Y,N,N,B2,B3,1,True,False
compressional,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
compressive,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
compressor,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
comprise,B2,5000.0,9.0,general,N,N,N,N,A3,A3,1,True,False
compromise,C1,5000.0,5.0,general,N,N,N,N,A3,A2,1,True,False
compromiser,NN,0.0,0.0,NN,N,N,N,N,C5,C2,0,True,False
comptroller,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
compulsion,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,True,False
compulsive,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,True,False
compulsively,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
compulsorily,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
compulsory,B2,5000.0,9.0,social_studies,N,N,N,Y,B1,B2,1,True,False
compunction,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False
computable,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
computation,NN,0.0,9.0,math,N,N,N,Y,A4,A4,1,True,False
computational,NN,0.0,0.0,NN,N,N,N,N,B2,B3,0,False,False
computationally,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1,False,False
compute,C1,5000.0,3.0,math,N,N,N,N,A3,A3,1,True,False
computer,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False
computerization,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False
computerize,NN,0.0,0.0,NN,N,N,N,Y,B2,B2,0,True,False
computerized,NN,0.0,9.0,general,N,N,N,N,NN,NN,0,False,False
comrade,NN,0.0,6.0,social_studies,N,N,N,N,B2,B2,1,True,False
comradely,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
comradeship,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False
con,NN,0.0,0.0,NN,N,Y,N,Y,B1,B1,0,True,False
concatenate,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False
concatenation,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
concave,NN,0.0,4.0,science,N,N,N,N,C1,C2,1,True,False
concavity,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
conceal,C1,5000.0,0.0,NN,N,Y,N,Y,B1,B1,1,True,False
concealment,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,True,False
concede,C1,5000.0,0.0,NN,N,N,N,Y,B1,B1,1,True,False
conceit,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
conceivable,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,False,False
conceivably,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,False,False
conceive,C1,5000.0,0.0,NN,N,Y,N,N,A4,A4,1,True,False
concentrate,B1,3000.0,5.0,general,Y,N,N,N,A2,A2,2,True,False
concentration,B2,3000.0,5.0,science,N,N,N,N,A2,A3,2,True,False
concentric,NN,0.0,9.0,math,N,N,N,N,C1,C2,0,False,False
concept,B2,3000.0,2.0,general,Y,N,N,N,A2,A2,2,True,False
conception,C1,5000.0,0.0,NN,N,Y,N,N,A4,A4,1,True,False
conceptual,NN,0.0,6.0,science,N,N,N,Y,A4,A4,0,True,False
conceptualization,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,True,False
conceptualize,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False
conceptually,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
concern,B2,3000.0,5.0,general,Y,N,N,N,A1,A1,2,True,False
concerned,B2,3000.0,0.0,NN,N,N,N,N,NN,NN,2,False,False
concert,A1,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True,False
concertina,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False
concerto,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
concession,C1,5000.0,6.0,social_studies,N,N,N,Y,B1,B1,1,True,False
concessionaire,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
concessionary,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False,False
conch,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,True,False
concha,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
concierge,NN,0.0,0.0,NN,N,N,Y,N,C2,C1,0,True,False
conciliate,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
conciliation,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False
conciliatory,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
concise,NN,0.0,9.0,general,N,N,N,N,B3,B3,1,False,False
concisely,NN,0.0,9.0,general,N,N,N,N,C2,C2,0,False,False
conclave,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
conclude,B1,3000.0,4.0,general,Y,N,N,N,A2,A2,2,True,False
conclusion,B1,3000.0,0.0,NN,Y,N,N,N,A1,A2,2,True,False
conclusive,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,False,False
conclusively,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
concoct,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
concoction,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
concomitant,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,True,False
concord,NN,0.0,0.0,NN,N,Y,N,N,C2,C3,1,True,False
concordance,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,True,False
concordant,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
concourse,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
concrete,B2,5000.0,0.0,NN,N,N,N,N,A3,A3,2,True,False
concretely,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
concreteness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
concretion,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
concubine,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
concur,NN,0.0,9.0,social_studies,N,N,N,N,B3,B3,1,True,False
concurrence,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
concurrency,NN,0.0,9.0,math,N,N,N,N,NN,NN,0,True,False
concurrent,NN,0.0,9.0,math,N,N,N,N,B3,C1,0,True,False
concurrently,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False,False
concuss,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False
concussion,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False
condemn,C1,5000.0,6.0,social_studies,N,N,N,Y,B1,B1,1,True,False
condemnation,NN,0.0,9.0,social_studies,N,N,N,N,B3,B2,1,True,False
condensate,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,True,False
condensation,NN,0.0,3.0,science,N,N,N,N,B3,C2,1,True,False
condense,NN,0.0,2.0,science,N,Y,N,N,B2,B3,1,True,False
condenser,NN,0.0,0.0,NN,N,N,N,N,C3,C2,1,True,False
condescend,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
condescendingly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
condescension,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
condiment,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
condition,A2,3000.0,4.0,general,Y,N,N,N,A1,A1,2,True,False
conditional,NN,0.0,6.0,general,N,N,N,Y,A4,A4,1,True,False
conditionality,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False
conditionally,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
conditioner,NN,0.0,0.0,NN,N,N,Y,N,B3,B2,0,True,False
condo,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False
condole,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
condolence,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False
condom,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0,True,False
condominium,NN,0.0,0.0,NN,N,N,Y,N,C1,B3,0,True,False
condone,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False
condor,NN,0.0,0.0,NN,N,Y,N,N,C1,C2,0,True,False
conduce,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
conducive,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,False,False
conduct,B2,3000.0,4.0,general,Y,N,N,N,A2,A2,2,True,False
conductance,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
conduction,NN,0.0,4.0,science,N,N,N,N,A4,A4,0,True,False
conductive,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
conductivity,NN,0.0,5.0,science,N,N,N,N,C1,C1,0,True,False
conductor,NN,0.0,3.0,science,N,Y,Y,N,B1,B1,1,True,False
conduit,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,True,False
cone,NN,0.0,3.0,math,N,Y,N,N,A4,A4,1,True,False
coneflower,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
conestoga,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True,
coney,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
confab,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
confection,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
confectioner,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
confectionery,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
confederacy,NN,0.0,3.0,social_studies,N,N,N,N,C1,C2,1,True,False
confederate,NN,0.0,4.0,social_studies,N,Y,N,N,C1,C1,1,True,False
confederation,NN,0.0,5.0,social_studies,N,N,N,N,C1,C1,1,True,False
confer,C1,5000.0,0.0,NN,N,N,N,Y,B1,B2,1,True,False
conferee,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
conference,A2,3000.0,9.0,general,N,Y,Y,Y,A3,A3,2,True,False
confess,B2,5000.0,0.0,NN,N,N,N,N,B1,B1,1,True,False
confession,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,1,True,False
confessional,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
confessor,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False
confetti,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
confidant,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
confidante,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False
confide,NN,0.0,0.0,NN,N,N,N,N,B2,C1,1,True,False
confidence,B2,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True,False
confident,B1,3000.0,0.0,NN,N,N,N,N,A3,A2,2,True,False
confidential,NN,0.0,0.0,NN,N,N,Y,Y,B1,B1,1,True,False
confidentiality,NN,0.0,0.0,NN,N,N,N,N,B2,B2,0,True,False
confidentially,NN,0.0,0.0,NN,N,N,N,N,C2,C3,1,False,False
confidently,NN,0.0,9.0,general,N,N,N,N,B3,C1,1,False,False
configurable,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
configuration,C1,5000.0,9.0,science,N,Y,N,Y,A4,A4,0,True,False
configure,NN,0.0,0.0,NN,Y,N,N,N,B3,C1,0,True,False
confine,C1,5000.0,9.0,general,N,Y,N,Y,A3,A4,2,True,False
confinement,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,True,False
confirm,B1,3000.0,6.0,general,N,N,N,N,A2,A2,2,True,False
confirmable,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,False,False
confirmation,C1,5000.0,0.0,NN,N,N,Y,Y,B1,B1,1,True,False
confiscate,NN,0.0,9.0,social_studies,N,N,N,N,B3,B2,1,True,False
confiscation,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False
conflagration,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1,True,False
conflate,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
conflation,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False
conflict,B2,3000.0,4.0,general,Y,N,N,N,A2,A2,2,True,False
confluence,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
confluent,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
confocal,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
conform,NN,0.0,9.0,general,N,Y,Y,Y,B1,B2,1,True,False
conformal,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
conformance,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
conformation,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
conformational,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
conformist,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False
conformity,NN,0.0,9.0,social_studies,N,N,N,N,B3,C1,1,True,False
confound,NN,0.0,0.0,NN,N,N,N,N,A4,A4,1,True,False
confront,C1,5000.0,0.0,NN,N,Y,N,Y,A4,A4,2,True,False
confrontation,C1,5000.0,9.0,social_studies,N,N,N,Y,B1,B1,1,True,False
confrontational,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False,False
confucianism,NN,0.0,6.0,social_studies,N,N,N,N,NN,NN,0,True,False
confuse,B1,3000.0,5.0,general,Y,N,N,N,A2,A2,2,True,False
confused,B1,3000.0,0.0,NN,N,N,N,N,NN,NN,2,False,False
confusedly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
confusing,B2,3000.0,0.0,NN,N,N,N,N,NN,NN,2,False,False
confusingly,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
confusion,B2,5000.0,0.0,NN,N,N,N,N,A3,A3,2,True,False
conga,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
congeal,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
congener,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
congenial,NN,0.0,0.0,NN,N,N,N,N,C1,C3,1,False,False
congenital,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
congenitally,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
conger,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False
congest,NN,0.0,0.0,NN,N,N,N,N,C1,B3,1,True,False
congestion,NN,0.0,0.0,NN,N,Y,Y,N,B2,B2,1,True,False
congestive,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
conglomerate,NN,0.0,9.0,science,N,N,N,Y,B2,B3,0,True,False
conglomeration,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
congratulate,C1,5000.0,0.0,NN,N,N,Y,N,B1,B1,1,True,False
congratulation,NN,0.0,0.0,NN,N,N,Y,N,B1,B1,2,True,False
congratulations,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,1,True,False
congratulatory,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
congregate,NN,0.0,0.0,NN,N,N,N,N,C1,B3,1,True,False
congregation,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,1,True,False
congregational,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
congress,B2,3000.0,0.0,NN,Y,Y,N,N,B1,A4,2,True,False
congressional,C1,5000.0,0.0,NN,N,Y,N,Y,B1,A4,1,True,False
congressman,NN,0.0,0.0,NN,N,N,N,Y,B2,A4,1,True,False
congruence,NN,0.0,6.0,math,N,N,N,N,C1,C3,0,True,False
congruent,NN,0.0,5.0,math,N,N,N,N,A4,A4,0,False,False
conic,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
conical,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False,False
conifer,NN,0.0,3.0,science,N,Y,N,N,C1,C2,0,True,False
coniferous,NN,0.0,3.0,science,N,Y,N,N,C3,C3,0,False,False
conjectural,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
conjecture,NN,0.0,6.0,general,N,N,N,N,B3,C1,1,True,False
conjoin,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False
conjugal,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False
conjugate,NN,0.0,9.0,math,N,N,N,N,C1,C2,0,True,False
conjugation,NN,0.0,6.0,science,N,N,N,N,C3,NN,1,True,False
conjunct,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
conjunction,NN,0.0,5.0,general,N,Y,N,Y,B1,B2,1,True,False
conjunctive,NN,0.0,0.0,NN,N,N,N,N,C4,NN,1,True,False
conjuncture,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
conjure,NN,0.0,0.0,NN,N,N,N,N,B2,B3,1,True,False
conjurer,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
conk,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
conker,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
conman,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False
connect,A2,3000.0,2.0,general,Y,N,N,N,A2,A2,2,True,False
connected,A2,3000.0,0.0,NN,N,N,N,N,NN,NN,0,False,False
connectedness,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
connection,B1,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True,False
connectionism,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
connectionist,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
