Word,oxford_level,oxford_version,lexile_grade,lexile_category,awsl,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized,proper_noun,word_level
topographic,NN,0.0,6.0,science,N,N,N,N,C2,NN,0,True,False,6.0
topographical,NN,0.0,0.0,NN,N,N,N,N,C1,NN,0,False,False,5.0
topographically,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
topography,NN,0.0,6.0,science,N,N,N,N,C1,C1,0,True,False,5.0
topological,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False,6.0
topologically,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
topology,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,True,False,5.0
topos,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
topper,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
topple,NN,0.0,0.0,NN,N,N,N,N,B2,B2,0,True,False,4.0
topside,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
topsoil,NN,0.0,3.0,science,N,N,N,N,C2,NN,0,True,False,5.0
topsy,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,False,False,6.0
toque,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
tor,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False,5.0
torch,NN,0.0,0.0,NN,N,N,N,N,B1,B1,1,True,False,3.0
torchbearer,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True,False,6.0
torchlight,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
torment,NN,0.0,5.0,social_studies,N,N,N,N,B2,B2,1,True,False,3.0
tormentor,NN,0.0,0.0,NN,N,N,N,N,C1,NN,0,True,False,5.0
torn,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,False,False,4.0
tornado,NN,0.0,2.0,science,N,Y,N,N,B2,B1,0,True,False,3.0
toroidal,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False,6.0
toronto,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True,True,3.0
torpedo,NN,0.0,9.0,social_studies,N,N,N,N,B3,B3,1,True,False,4.0
torpid,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
torpor,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
torque,NN,0.0,9.0,science,N,Y,N,N,C1,C1,0,True,False,3.0
torrent,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True,False,4.0
torrential,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False,False,5.0
torrid,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1,False,False,4.0
torsion,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
torso,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False,5.0
tort,NN,0.0,0.0,NN,N,N,N,Y,B3,B3,0,True,False,3.0
torte,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True,False,6.0
tortellini,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False,6.0
tortilla,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False,5.0
tortious,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False,6.0
tortoise,NN,0.0,3.0,science,N,N,N,N,C1,C1,1,True,False,4.0
tortoiseshell,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False,6.0
tortuous,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,False,False,5.0
torture,C1,5000.0,6.0,social_studies,N,N,N,Y,B1,A4,1,True,False,3.0
torturer,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
torturous,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False,6.0
torus,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False,6.0
toss,C1,5000.0,0.0,NN,N,Y,N,N,B1,B1,1,True,False,3.0
tosser,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
tossup,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,True,False,6.0
tot,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
total,B1,3000.0,2.0,math,Y,N,N,N,A1,A1,2,True,False,1.0
totalitarian,NN,0.0,9.0,social_studies,N,N,N,N,C1,B3,0,True,False,5.0
totalitarianism,NN,0.0,9.0,social_studies,N,N,N,N,C2,C2,0,True,False,5.0
totality,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
totalize,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
totally,B1,3000.0,0.0,NN,N,N,N,N,A2,A1,2,False,False,2.0
totara,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,,6.0
tote,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
totem,NN,0.0,4.0,social_studies,N,N,N,N,C2,C1,0,True,False,3.0
totter,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,True,False,4.0
toucan,NN,0.0,9.0,science,N,N,N,N,C3,NN,0,True,False,6.0
touch,A2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
touchdown,NN,0.0,0.0,NN,N,N,N,N,B2,B2,0,True,False,4.0
touchline,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
touchscreen,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
touchstone,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
touchy,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False,5.0
tough,B2,3000.0,0.0,NN,Y,N,N,N,A2,A1,2,True,False,2.0
toughen,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
toughness,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
toupee,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
tour,A2,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True,False,1.0
tourism,A2,3000.0,4.0,social_studies,N,N,N,N,A3,A3,0,True,False,1.0
tourist,A1,3000.0,3.0,social_studies,N,N,N,N,A2,A3,2,True,False,1.0
touristy,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,False,False,6.0
tourmaline,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
tournament,B2,5000.0,0.0,NN,N,Y,N,N,A3,A3,1,True,False,2.0
tourney,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
tousle,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
tout,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0,True,False,4.0
tow,NN,0.0,0.0,NN,N,Y,Y,N,B1,B1,1,True,False,3.0
toward,A2,3000.0,2.0,general,Y,N,N,N,A1,A1,2,True,False,1.0
towards,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,2,False,False,2.0
towel,A2,3000.0,0.0,NN,N,Y,Y,N,B1,B1,2,True,False,1.0
tower,A2,3000.0,0.0,NN,N,N,N,N,A3,A3,2,True,False,1.0
town,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
townhouse,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False,5.0
townie,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
townscape,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
townsfolk,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False,6.0
township,NN,0.0,6.0,social_studies,N,N,N,N,B2,B3,1,True,False,3.0
townsman,NN,0.0,0.0,NN,N,N,N,N,C3,NN,1,True,False,4.0
townspeople,NN,0.0,2.0,social_studies,N,N,N,N,C1,C1,0,True,False,3.0
towpath,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
toxic,C1,5000.0,5.0,science,N,Y,N,N,A4,A4,0,True,False,3.0
toxicity,NN,0.0,9.0,science,N,Y,N,N,B3,C1,0,True,False,3.0
toxicologist,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
toxicology,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
toxin,NN,0.0,6.0,science,N,N,N,N,B2,B2,0,True,False,4.0
toxoplasmosis,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
toy,A2,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True,False,1.0
trabecular,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
trace,B2,5000.0,0.0,NN,Y,N,N,N,A3,A3,2,True,False,2.0
traceable,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False,6.0
tracer,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False,5.0
tracery,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
trachea,NN,0.0,5.0,science,N,N,N,N,C2,NN,0,True,False,6.0
tracheal,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
tracheotomy,NN,0.0,0.0,NN,N,N,N,N,C5,C2,0,True,False,6.0
trachoma,NN,0.0,0.0,NN,N,N,N,N,C5,C2,0,True,False,6.0
track,A2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
trackball,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
tracker,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
trackless,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
tracksuit,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False,5.0
trackway,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
tract,NN,0.0,0.0,NN,N,Y,N,N,A4,A4,0,True,False,3.0
tractability,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
tractable,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False,6.0
traction,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,True,False,5.0
tractor,NN,0.0,0.0,NN,N,N,N,N,B2,B1,1,True,False,4.0
trad,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False,6.0
tradable,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
trade,B1,3000.0,1.0,social_studies,N,N,N,N,A1,A1,2,True,False,1.0
tradecraft,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True,False,6.0
trademark,C1,5000.0,0.0,NN,N,Y,Y,Y,B2,B2,1,True,False,3.0
tradeoff,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False,5.0
trader,NN,0.0,0.0,NN,N,N,N,Y,B1,B1,1,True,False,3.0
tradesman,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False,4.0
tradespeople,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
trading,B2,5000.0,0.0,NN,N,N,N,N,NN,NN,2,True,False,2.0
tradition,A2,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True,False,1.0
traditional,A2,3000.0,0.0,NN,N,N,N,N,A1,A2,2,False,False,1.0
traditionalism,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
traditionalist,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
traditionally,NN,0.0,0.0,NN,N,Y,Y,Y,A4,A3,0,False,False,3.0
traduce,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False,6.0
traffic,A1,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True,False,1.0
trafficker,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False,5.0
tragedian,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
tragedy,B2,5000.0,0.0,NN,N,Y,N,N,A4,A4,1,True,False,3.0
tragic,B2,5000.0,0.0,NN,N,Y,N,N,B1,B1,1,False,False,3.0
tragical,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False,6.0
tragically,NN,0.0,9.0,general,N,N,N,N,C1,B3,0,False,False,4.0
trail,C1,5000.0,2.0,social_studies,N,N,N,N,A3,A3,2,True,False,2.0
trailblazer,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,True,False,6.0
trailer,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,1,True,False,3.0
train,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
trainee,NN,0.0,0.0,NN,N,N,Y,Y,B1,B3,0,True,False,3.0
traineeship,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False,6.0
trainer,B1,3000.0,0.0,NN,N,Y,Y,N,B1,B1,1,True,False,2.0
training,A2,3000.0,0.0,NN,N,N,N,N,NN,NN,2,True,False,1.0
traipse,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
trait,B2,5000.0,2.0,science,N,Y,N,Y,A4,A4,1,True,False,3.0
traitor,NN,0.0,5.0,social_studies,N,N,N,N,B3,B3,1,True,False,3.0
trajectory,NN,0.0,9.0,science,N,N,N,N,A4,A4,0,True,False,3.0
tram,NN,0.0,0.0,NN,N,N,N,N,B2,B3,1,True,False,4.0
tramcar,NN,0.0,0.0,NN,N,N,N,N,C3,C2,1,True,False,4.0
tramline,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
trammel,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
tramp,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,True,False,4.0
trample,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,True,False,4.0
trampoline,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
tramway,NN,0.0,0.0,NN,N,N,N,N,C1,NN,0,True,False,5.0
trance,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False,4.0
trancelike,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
tranche,NN,0.0,0.0,NN,N,N,N,Y,C3,C2,0,True,False,3.0
tranquil,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True,False,4.0
tranquility,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False,5.0
tranquilize,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False,6.0
tranquilizer,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
tranquilly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
trans,NN,0.0,0.0,NN,N,N,N,N,A4,A4,0,False,False,3.0
transact,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,True,False,4.0
transaction,C1,5000.0,0.0,NN,N,Y,Y,Y,A3,A4,1,True,False,2.0
transactional,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,False,False,5.0
transaminase,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
transatlantic,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,False,False,5.0
transceiver,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
transcend,NN,0.0,0.0,NN,N,Y,N,N,B2,B2,0,True,False,3.0
transcendence,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
transcendent,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False,5.0
transcendental,NN,0.0,0.0,NN,N,Y,N,N,C1,C1,0,False,False,3.0
transcendentalism,NN,0.0,0.0,NN,N,Y,N,N,C4,NN,0,True,False,3.0
transcendentalist,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
transcontinental,NN,0.0,3.0,social_studies,N,N,N,N,C2,NN,0,False,False,3.0
transcribe,NN,0.0,9.0,science,N,N,N,N,A4,A4,1,True,False,3.0
transcriber,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
transcript,C1,5000.0,0.0,NN,N,Y,N,N,B1,B1,1,True,False,3.0
transcriptase,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
transcription,NN,0.0,9.0,general,N,N,N,N,A4,A4,1,True,False,3.0
transcriptional,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False,6.0
transcultural,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
transduce,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
transducer,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False,6.0
transduction,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
transect,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
transection,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,,6.0
transept,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
transfect,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
transfection,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
transfer,B2,3000.0,3.0,science,Y,N,N,N,A2,A2,2,True,False,2.0
transferability,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
transferable,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False,5.0
transferase,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
transferee,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
transference,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
transferor,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,,6.0
transferrin,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
transfiguration,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
transfigure,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
transfix,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
transform,B2,3000.0,4.0,general,Y,N,N,N,A3,A3,2,True,False,2.0
transformation,C1,5000.0,6.0,math,N,Y,N,Y,A3,A4,1,True,False,2.0
transformational,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False,5.0
transformative,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False,False,5.0
transformer,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False,5.0
transfuse,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
transfusion,NN,0.0,6.0,science,N,Y,N,N,B3,B3,0,True,False,3.0
transgender,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,False,False,6.0
transgene,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False,6.0
transgenic,NN,0.0,9.0,science,N,N,N,N,C1,C1,0,True,False,5.0
transgress,NN,0.0,9.0,social_studies,N,N,N,N,C2,C2,1,True,False,4.0
transgression,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
transgressive,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False,False,6.0
transience,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
transient,NN,0.0,0.0,NN,N,N,N,N,B2,C1,1,True,False,4.0
transiently,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
transistor,NN,0.0,6.0,science,N,N,N,N,B3,B3,1,True,False,4.0
transit,C1,5000.0,0.0,NN,N,N,Y,Y,B1,B1,1,True,False,3.0
transition,B2,3000.0,5.0,general,Y,N,N,N,A3,A2,1,True,False,2.0
transitional,NN,0.0,9.0,general,N,Y,N,N,B2,B2,0,True,False,3.0
transitive,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False,4.0
transitivity,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
transitory,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,False,False,5.0
translate,B1,3000.0,6.0,general,N,N,N,N,A3,A3,2,True,False,2.0
translation,B1,3000.0,6.0,math,N,N,Y,Y,A3,A4,2,True,False,2.0
translational,NN,0.0,9.0,science,N,N,N,N,C2,C3,0,False,False,6.0
translator,NN,0.0,9.0,social_studies,N,N,Y,N,B1,A4,1,True,False,3.0
transliteration,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
translocate,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
translocation,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
translucence,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
translucent,NN,0.0,4.0,science,N,Y,N,N,C1,C1,0,False,False,3.0
transmigration,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
transmissible,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
transmission,C1,5000.0,6.0,science,N,Y,Y,Y,A4,A4,1,True,False,3.0
transmit,B2,5000.0,5.0,science,Y,Y,Y,Y,A4,A4,1,True,False,2.0
transmitter,NN,0.0,0.0,NN,N,Y,N,N,B3,B3,1,True,False,3.0
transmogrify,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
transmutation,NN,0.0,9.0,science,N,N,N,N,C3,NN,0,True,False,6.0
transmute,NN,0.0,0.0,NN,N,Y,N,N,C2,C3,0,True,False,3.0
transnational,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False,5.0
transom,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False,6.0
transparency,C1,5000.0,3.0,science,N,N,N,Y,A4,A4,0,True,False,3.0
transparent,C1,5000.0,4.0,science,N,N,N,Y,B1,B1,2,True,False,2.0
transparently,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False,6.0
transpiration,NN,0.0,5.0,science,N,N,N,N,C5,NN,0,True,False,6.0
transpire,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False,5.0
transplant,NN,0.0,0.0,NN,N,Y,N,N,A4,A4,1,True,False,3.0
transplantation,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
transponder,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
transport,B1,3000.0,3.0,science,Y,N,N,N,A2,A3,2,True,False,2.0
transportable,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False,6.0
transportation,A2,3000.0,1.0,social_studies,N,N,N,N,A3,A3,2,True,False,1.0
transporter,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False,5.0
transposable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
transpose,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
transposition,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False,5.0
transposon,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,True,False,6.0
transsexual,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
transshipment,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
transubstantiation,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
transuranic,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
transuranium,NN,0.0,9.0,science,N,N,N,N,NN,NN,0,False,False,6.0
transversal,NN,0.0,6.0,math,N,N,N,N,NN,NN,0,False,False,6.0
transverse,NN,0.0,6.0,science,N,N,N,N,C1,C3,1,True,False,4.0
transvestite,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
trap,B2,5000.0,0.0,NN,N,N,N,N,A3,A3,2,True,False,2.0
trapdoor,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
trapeze,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,True,False,6.0
trapezoid,NN,0.0,6.0,math,N,N,N,N,C5,C2,0,True,False,6.0
trapezoidal,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,False,False,6.0
trapper,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1,True,False,4.0
trash,A2,3000.0,0.0,NN,N,Y,Y,N,B1,B1,1,True,False,1.0
trashcan,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
trauma,C1,5000.0,0.0,NN,N,N,N,N,A4,A4,0,True,False,3.0
traumatic,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0,False,False,4.0
traumatize,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False,5.0
travail,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1,True,False,4.0
trave,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False,6.0
travel,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
traveled,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,1,False,False,3.0
traveler,A2,3000.0,0.0,NN,N,N,Y,Y,A4,B1,1,True,False,1.0
travelers,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,2,False,False,2.0
traveling,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,1,True,False,3.0
travelogue,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
traversal,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
traverse,NN,0.0,0.0,NN,N,N,N,N,B2,C1,1,True,False,4.0
traverser,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,,6.0
travesty,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
trawl,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
trawler,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
tray,NN,0.0,0.0,NN,N,N,Y,N,B1,B1,1,True,False,3.0
treacherous,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,False,False,4.0
treachery,NN,0.0,9.0,social_studies,N,N,N,N,C1,C2,1,True,False,4.0
treacle,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
tread,NN,0.0,0.0,NN,N,N,N,N,B1,B2,1,True,False,3.0
treadmill,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False,5.0
treason,NN,0.0,5.0,social_studies,N,N,N,N,B3,B3,1,True,False,3.0
treasonable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
treasure,B2,5000.0,0.0,NN,N,Y,N,N,A4,B1,2,True,False,2.0
treasurer,NN,0.0,0.0,NN,N,N,N,N,B3,B2,1,True,False,4.0
treasury,NN,0.0,5.0,social_studies,N,Y,N,Y,B2,B1,1,True,False,3.0
treat,B1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
treatable,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False,6.0
treatise,NN,0.0,9.0,social_studies,N,N,N,N,B3,C2,1,True,False,4.0
treatment,B1,3000.0,0.0,NN,N,N,N,N,A1,A1,2,True,False,1.0
treaty,C1,5000.0,4.0,social_studies,N,Y,N,Y,A3,A3,1,True,False,2.0
treble,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True,False,4.0
tree,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
treeless,NN,0.0,9.0,social_studies,N,N,N,N,C3,C3,0,False,False,5.0
treelet,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,,6.0
treetop,NN,0.0,0.0,NN,N,N,N,N,C2,C3,1,True,False,4.0
trefoil,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
trek,NN,0.0,0.0,NN,N,N,N,N,B2,B2,0,True,False,4.0
trekker,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False,6.0
